pl_name,st_teff,st_rad,st_mass
Kepler-584 b,6167,1.59,1.18
Kepler-584 b,6167,1.59,1.18
Kepler-714 b,6167,1.06,1.15
Kepler-714 b,6167,1.06,1.15
Kepler-714 b,6167,1.06,1.15
Kepler-924 b,6167,1.23,1.14
Kepler-999 b,6167,1.11,1.06
Kepler-999 b,6167,1.11,1.06
Kepler-999 b,6167,1.11,1.06
Kepler-1093 b,6166,1.2,1.13
Kepler-1093 c,6166,1.2,1.13
Kepler-1201 b,6166,1.08,1.07
Kepler-1589 b,6166,1.25,1.18
Kepler-418 b,6166,1.06,1.08
Kepler-541 b,6166,2.06,1.41
Kepler-602 b,6166,1,1.09
HD 40979 b,6165,1.21,1.45
Kepler-1230 b,6165,1.11,1.05
Kepler-1230 b,6165,1.11,1.05
Kepler-1230 b,6165,1.11,1.05
Kepler-1230 b,6165,1.11,1.05
Kepler-1225 b,6164.96,1.29,1.17
Kepler-126 b,6164,1.26,1.11
Kepler-126 c,6164,1.26,1.11
Kepler-126 d,6164,1.26,1.11
Kepler-1433 b,6164,1.04,1.11
Kepler-1433 b,6164,1.04,1.11
Kepler-1433 b,6164,1.04,1.11
Kepler-1598 b,6164,1.09,1.03
Kepler-1598 b,6164,1.09,1.03
Kepler-1598 b,6164,1.09,1.03
Kepler-1598 b,6164,1.09,1.03
Kepler-518 b,6164,1.82,1.17
Kepler-518 b,6164,1.82,1.17
Kepler-518 b,6164,1.82,1.17
Kepler-1154 b,6163,1.02,1.09
Kepler-1154 b,6163,1.02,1.09
Kepler-1154 b,6163,1.02,1.09
Kepler-1154 c,6163,1.02,1.09
Kepler-1154 c,6163,1.02,1.09
Kepler-1154 c,6163,1.02,1.09
Kepler-117 b,6163,1.41,1.1
Kepler-117 c,6163,1.41,1.1
Kepler-1180 b,6163,1.42,1.17
Kepler-1180 b,6163,1.42,1.17
Kepler-873 b,6163,1.27,1.18
Kepler-1169 b,6162,1.21,1.08
Kepler-21 b,6162,1.79,1.24
Kepler-814 b,6162,1.22,1.15
Kepler-1602 b,6161.41,1.11,1.17
Kepler-1248 b,6161,1.17,1.25
Kepler-1382 b,6161,1.72,1.36
Kepler-1411 b,6161,1.05,1.15
Kepler-435 b,6161,3.21,1.54
Kepler-606 b,6161,1.22,1.13
Kepler-826 b,6160.28,1.31,1.17
HD 149026 b,6160,1.53,1.34
HD 149026 b,6160,1.37,1.29
HD 149026 b,6160,1.54,1.34
HD 25171 b,6160,1.18,1.09
Kepler-750 b,6160,1.23,1.15
Kepler-750 c,6160,1.23,1.15
Kepler-904 b,6160,1.25,1.16
Kepler-1472 b,6159,1.25,1.16
Kepler-788 b,6159,1.23,1.16
Kepler-312 b,6158.44,1.75,1.17
Kepler-312 c,6158.44,1.75,1.17
Kepler-312 c,6158.44,1.75,1.17
HAT-P-16 b,6158,1.24,1.22
HAT-P-16 b,6158,1.24,1.22
Kepler-1094 b,6158,0.99,1.09
Kepler-1154 b,6158,0.99,1.08
Kepler-136 b,6158,1.21,1.2
Kepler-136 c,6158,1.21,1.2
Kepler-1508 b,6158,1.22,1.14
Kepler-1621 b,6158,1.24,1.15
Kepler-1677 b,6158,1,1.09
Kepler-144 b,6157,1.49,1.13
Kepler-144 c,6157,1.49,1.13
Kepler-1572 b,6157,1.39,1.02
Kepler-1572 b,6157,1.39,1.02
Kepler-1572 b,6157,1.39,1.02
Kepler-1572 b,6157,1.39,1.02
Kepler-1620 b,6157,1.23,1.15
Kepler-234 b,6157,1,1.09
Kepler-234 c,6157,1,1.09
Kepler-275 b,6157,1.33,1.08
Kepler-275 c,6157,1.33,1.08
Kepler-275 d,6157,1.33,1.08
Kepler-624 b,6157,1.01,1.05
Kepler-624 b,6157,1.01,1.05
Kepler-624 b,6157,1.09,1.1
Kepler-624 b,6157,1.01,1.05
Kepler-824 b,6157,1.07,1.07
Kepler-999 b,6157,1.7,1.17
Kepler-1217 b,6156,1.05,1.11
Kepler-1217 b,6156,1.05,1.11
Kepler-1217 b,6156,1.05,1.11
Kepler-1217 b,6156,1.05,1.11
Kepler-136 b,6156,1.19,1.17
Kepler-136 b,6156,1.19,1.17
Kepler-136 b,6156,1.19,1.17
Kepler-136 b,6156,1.3,1.19
Kepler-136 c,6156,1.19,1.17
Kepler-136 c,6156,1.19,1.17
Kepler-136 c,6156,1.19,1.17
Kepler-136 c,6156,1.3,1.19
Kepler-544 b,6156,1.18,1.08
Kepler-1224 b,6155,1.22,1.18
Kepler-193 b,6155,1.21,1.14
Kepler-193 c,6155,1.21,1.14
Kepler-620 b,6155,1.22,1.15
Kepler-1070 b,6154.96,1.22,1.17
Kepler-1070 b,6154.96,1.22,1.17
K2-232 b,6154,1.16,1.19
Kepler-1121 b,6154,1.64,1.29
Kepler-909 b,6154,1.23,1.17
WASP-12 b,6154,1.75,1.17
WASP-12 b,6154,1.75,1.17
WASP-12 b,6154,1.75,1.17
Kepler-1094 b,6153,0.99,1.06
Kepler-1094 b,6153,0.99,1.06
Kepler-1094 b,6153,0.99,1.06
Kepler-1099 b,6153,1.11,1.08
Kepler-1099 b,6153,1.11,1.08
Kepler-1099 b,6153,1.11,1.08
Kepler-1099 b,6153,1.11,1.08
WASP-22 b,6153,1.25,1.25
WASP-94 A b,6153,1.62,1.45
WASP-94 A b,6153,1.62,1.45
Kepler-1433 b,6152,0.99,1.08
Kepler-1641 b,6152,1.19,1.12
Kepler-1641 c,6152,1.19,1.12
KELT-2 A b,6151,1.83,1.31
Kepler-117 b,6150,1.61,1.13
Kepler-117 c,6150,1.61,1.13
Kepler-1238 b,6150,1.42,1.23
Kepler-1445 b,6150,1.26,1.13
Kepler-1639 b,6150,1.18,1.12
Kepler-201 b,6150,1.2,1.18
Kepler-201 c,6150,1.2,1.18
Kepler-297 b,6150,1.04,1.04
Kepler-297 b,6150,1.04,1.04
Kepler-297 b,6150,1.04,1.04
Kepler-297 c,6150,1.04,1.04
Kepler-297 c,6150,1.04,1.04
Kepler-297 c,6150,1.04,1.04
Kepler-518 b,6150,1.85,1.19
Kepler-870 b,6150,1,1.09
Kepler-997 b,6150,1.56,1.22
WASP-28 b,6150,1.09,1.02
WASP-28 b,6150,1.09,1.02
WASP-38 b,6150,1.33,1.2
WASP-99 b,6150,1.64,1.21
WASP-99 b,6150,1.76,1.48
HATS-36 b,6149,1.16,1.22
K2-34 b,6149,1.58,1.23
Kepler-1248 b,6149,1.21,1.21
Kepler-65 b,6149,1.51,1.17
Kepler-65 b,6149,1.51,1.17
Kepler-65 b,6149,1.51,1.17
Kepler-65 c,6149,1.51,1.17
Kepler-65 c,6149,1.51,1.17
Kepler-65 c,6149,1.51,1.17
Kepler-65 d,6149,1.51,1.17
Kepler-65 d,6149,1.51,1.17
Kepler-65 d,6149,1.51,1.17
Kepler-761 b,6149,1.07,1.07
KELT-2 A b,6148,1.83,1.31
Kepler-1452 b,6148,1.22,1.07
Kepler-1452 b,6148,1.22,1.07
Kepler-1452 b,6148,1.22,1.07
Kepler-1655 b,6148,1.03,1.03
Kepler-639 b,6148,1.06,1.07
Kepler-930 b,6148,1.49,1.09
Kepler-930 b,6148,1.49,1.09
Kepler-930 b,6148,1.49,1.09
Kepler-930 b,6148,1.49,1.09
Kepler-937 b,6148,1.13,1.06
HATS-68 b,6147,1.75,1.35
HD 149026 b,6147,1.45,1.3
HD 149026 b,6147,1.29,1.27
Kepler-123 b,6147,1.21,1.12
Kepler-123 c,6147,1.21,1.12
Kepler-1250 b,6147,1.1,1.19
Kepler-1655 b,6147,1.04,1.01
KIC 5437945 b,6146,1.26,1.17
Kepler-1327 b,6146,1.14,1.06
Kepler-372 b,6146,1.18,1.12
Kepler-372 c,6146,1.18,1.12
Kepler-372 d,6146,1.18,1.12
Kepler-460 c,6146,1.26,1.17
Kepler-972 b,6146,1.22,1.15
Kepler-506 b,6145,1.16,1.18
Kepler-1002 b,6144,1.57,1.22
Kepler-1230 b,6144,1.1,1.06
Kepler-1269 b,6144,1.11,1.05
Kepler-1269 b,6144,1.11,1.05
Kepler-1269 b,6144,1.11,1.05
Kepler-145 b,6144,1.85,1.32
Kepler-145 b,6144,1.85,1.32
Kepler-145 b,6144,1.85,1.32
Kepler-145 c,6144,1.85,1.32
Kepler-145 c,6144,1.85,1.32
Kepler-145 c,6144,1.85,1.32
Kepler-1483 b,6144,1.67,1.3
Kepler-1619 b,6144,1.39,1
Kepler-282 b,6144,0.99,1.08
Kepler-282 c,6144,0.99,1.08
Kepler-282 d,6144,0.99,1.08
Kepler-282 e,6144,0.99,1.08
Kepler-1271 b,6143,1.23,1.13
Kepler-1327 b,6143,1.12,1
Kepler-1327 b,6143,1.12,1
Kepler-1327 b,6143,1.12,1
Kepler-1327 b,6143,1.12,1
Kepler-145 b,6143,1.76,1.24
Kepler-145 c,6143,1.76,1.24
Kepler-1596 b,6143,0.98,1.03
Kepler-512 b,6143,1.13,1.16
Kepler-512 b,6143,1.13,1.16
Kepler-791 b,6143,1.51,1.25
Kepler-620 b,6142.88,1.31,1.16
Kepler-620 b,6142.88,1.31,1.16
Kepler-1111 b,6142,1.05,1.14
Kepler-1126 b,6142,0.99,1.08
Kepler-216 b,6142,1.2,1.11
Kepler-216 c,6142,1.2,1.11
Kepler-23 b,6142,1.87,1.19
Kepler-23 c,6142,1.87,1.19
Kepler-23 d,6142,1.87,1.19
Kepler-270 b,6142,1.26,1.16
Kepler-270 b,6142,1.26,1.16
Kepler-270 c,6142,1.26,1.16
Kepler-270 c,6142,1.26,1.16
Kepler-1285 b,6141,1.71,1.25
Kepler-1285 b,6141,1.71,1.25
Kepler-1285 b,6141,1.71,1.25
Kepler-520 b,6141,1.09,1.14
Kepler-520 c,6141,1.09,1.14
Kepler-631 b,6141,1.35,1.25
Kepler-1111 b,6140,1.05,1.14
Kepler-1111 b,6140,1.05,1.14
Kepler-1111 b,6140,1.05,1.14
Kepler-1225 b,6140,1.19,1.13
Kepler-1426 b,6140,1.03,1.09
Kepler-356 b,6140,1.28,1.09
Kepler-356 c,6140,1.28,1.09
WASP-32 b,6140,0.95,0.72
WASP-32 b,6140,1.09,1.07
Kepler-1383 b,6139.23,1.7,1.16
Kepler-342 b,6139.09,1.49,1.16
Kepler-342 b,6139.09,1.49,1.16
Kepler-342 c,6139.09,1.49,1.16
Kepler-342 d,6139.09,1.49,1.16
HD 40979 b,6139,1.24,1.16
Kepler-1596 b,6139,0.98,1.01
Kepler-1596 b,6139,0.98,1.01
Kepler-1596 b,6139,0.98,1.01
Kepler-408 b,6139,1.19,1.02
Kepler-506 b,6139,1.19,1.19
Kepler-982 b,6139,1.29,1.16
Kepler-1395 b,6138,1.23,1.17
Kepler-297 b,6138,1.04,1.07
Kepler-297 c,6138,1.04,1.07
Kepler-782 b,6138,1.25,1.07
Kepler-1381 b,6137,0.99,1.07
Kepler-1381 b,6137,0.99,1.07
Kepler-1381 b,6137,0.99,1.07
Kepler-1381 b,6137,0.99,1.07
Kepler-1619 b,6137,1,0.97
Kepler-1619 b,6137,1,0.97
Kepler-1619 b,6137,1,0.97
Kepler-1632 b,6137,1.19,1.12
Kepler-972 b,6137,1.13,1.06
Kepler-972 b,6137,1.13,1.06
Kepler-972 b,6137,1.13,1.06
HD 8535 b,6136,1.19,1.13
Kepler-1201 b,6136,1,0.96
Kepler-1201 b,6136,1,0.96
Kepler-1201 b,6136,1,0.96
Kepler-1201 b,6136,1,0.96
Kepler-128 b,6136,1.7,1.22
Kepler-128 c,6136,1.7,1.22
Kepler-1551 b,6136,1.22,1.14
K2-34 b,6135.47,1.4,1.16
K2-34 b,6135.47,1.4,1.16
Kepler-1121 b,6134.95,1.53,1.16
Kepler-1121 b,6134.95,1.53,1.16
Kepler-1025 b,6134.11,1.23,1.16
Kepler-1025 b,6134.11,1.23,1.16
Kepler-1212 b,6134,0.99,1.08
Kepler-1655 b,6134,1.04,1.03
Kepler-1655 b,6134,1.04,1.03
Kepler-1655 b,6134,1.04,1.03
Kepler-328 c,6134,0.97,1.07
Kepler-910 b,6134,1.29,1.22
Kepler-506 b,6133.77,1.23,1.16
Kepler-506 b,6133.77,1.23,1.16
Kepler-1346 b,6133,1.21,1.14
Kepler-1382 b,6133,1.76,1.38
Kepler-201 b,6133,1.24,1.18
Kepler-201 c,6133,1.24,1.18
Kepler-604 b,6133,0.99,1.08
K2-34 b,6132,1.53,1.28
K2-34 b,6132,1.22,0.64
Kepler-1288 b,6132,1.29,1.2
Kepler-1609 b,6132,1.27,1.18
Kepler-401 b,6132,1.7,1.16
Kepler-401 b,6132,1.7,1.16
Kepler-401 c,6132,1.7,1.16
Kepler-401 c,6132,1.7,1.16
Kepler-401 d,6132,1.7,1.16
Kepler-1672 b,6131.95,1.09,1.16
Kepler-1672 b,6131.95,1.09,1.16
Kepler-483 b,6131.93,1.47,1.16
Kepler-483 b,6131.93,1.47,1.16
Kepler-1274 b,6131,2.13,1.42
Kepler-1274 b,6131,2.13,1.42
Kepler-1274 b,6131,2.13,1.42
Kepler-1426 b,6131,1.02,1.09
Kepler-1426 b,6131,1.02,1.09
Kepler-1426 b,6131,1.02,1.09
Kepler-201 b,6131,1.24,1.1
Kepler-201 b,6131,1.24,1.1
Kepler-201 b,6131,1.24,1.1
Kepler-201 c,6131,1.24,1.1
Kepler-201 c,6131,1.24,1.1
Kepler-201 c,6131,1.24,1.1
Kepler-21 b,6131,1.86,1.34
Kepler-21 b,6131,1.86,1.34
Kepler-21 b,6131,1.86,1.34
Kepler-21 b,6131,1.86,1.34
Kepler-21 b,6131,2.04,1.36
HD 31253 b,6130,1.75,1.7
Kepler-1300 b,6130,1.79,1.29
Kepler-1580 b,6130,2.58,1.16
Kepler-1580 b,6130,2.58,1.16
Kepler-930 b,6130,1.47,1.11
Kepler-1256 b,6129,1.36,1.17
Kepler-356 b,6129,1.11,1.07
Kepler-356 b,6129,1.11,1.07
Kepler-356 b,6129,1.11,1.07
Kepler-356 c,6129,1.11,1.07
Kepler-356 c,6129,1.11,1.07
Kepler-356 c,6129,1.11,1.07
Kepler-741 b,6129,1.24,1.16
EPIC 211945201 b,6128,1.36,1.16
EPIC 211945201 b,6128,1.36,1.16
Kepler-380 b,6128,1.22,1.16
Kepler-380 c,6128,1.22,1.16
Kepler-1056 b,6127,1.2,1.12
Kepler-1676 b,6127,1.64,1.11
Kepler-270 b,6127,1.35,1.17
Kepler-270 c,6127,1.35,1.17
Kepler-937 b,6127,1.08,0.96
Kepler-937 c,6127,1.08,0.96
Kepler-1061 b,6126,0.98,1.16
Kepler-1061 b,6126,0.98,1.16
Kepler-1209 b,6126,1.41,1.21
Kepler-1316 b,6126,1.19,1.16
Kepler-1398 b,6126,1.18,1.13
Kepler-1398 c,6126,1.18,1.13
Kepler-782 b,6126,1.19,0.98
Kepler-782 b,6126,1.19,0.98
Kepler-782 b,6126,1.19,0.98
Kepler-937 b,6126,1.08,0.96
Kepler-937 b,6126,1.08,0.96
Kepler-937 b,6126,1.08,0.96
Kepler-937 c,6126,1.08,0.96
Kepler-937 c,6126,1.08,0.96
Kepler-937 c,6126,1.08,0.96
Kepler-956 b,6126,1.02,1.09
Kepler-956 b,6126,1.02,1.09
Kepler-956 b,6126,1.02,1.09
HATS-24 b,6125,1.12,1.07
HD 25171 b,6125,1.23,1.08
Kepler-1082 b,6125,0.98,1.08
Kepler-502 b,6125,1.22,1.15
Kepler-512 b,6125,1.02,1.06
Kepler-625 b,6125,1.2,1.22
Kepler-625 c,6125,1.2,1.22
Kepler-885 b,6124.01,1.44,1.16
Kepler-885 b,6124.01,1.44,1.16
HD 153950 b,6124,1.28,1.25
Kepler-761 b,6124,1.01,0.96
Kepler-761 b,6124,1.01,0.96
Kepler-761 b,6124,1.01,0.96
Qatar-10 b,6124,1.25,1.16
WASP-73 b,6124,2.22,1.16
HD 159243 b,6123,1.12,1.12
HD 159243 c,6123,1.12,1.12
Kepler-1271 b,6123,1.26,1.07
Kepler-1686 b,6123,0.98,1.07
Kepler-535 b,6123,1.27,1.18
Kepler-588 b,6123,0.99,1.05
Kepler-588 b,6123,0.99,1.05
Kepler-588 b,6123,0.99,1.05
Kepler-588 b,6123,0.99,1.05
Kepler-730 b,6123,1.11,1.16
Kepler-730 c,6123,1.11,1.16
Kepler-116 b,6122,1.44,1.12
Kepler-116 c,6122,1.44,1.12
Kepler-1676 b,6122,1,1.07
Kepler-1676 b,6122,1,1.07
Kepler-1676 b,6122,1,1.07
Kepler-343 b,6122,1.05,1.02
Kepler-343 b,6122,1.05,1.02
Kepler-343 b,6122,1.05,1.02
Kepler-343 c,6122,1.05,1.02
Kepler-343 c,6122,1.05,1.02
Kepler-343 c,6122,1.05,1.02
Kepler-394 b,6122,1.21,1.13
Kepler-394 c,6122,1.21,1.13
Kepler-488 b,6122,1,1.07
Kepler-488 b,6122,1,1.07
Kepler-488 b,6122,1,1.07
Kepler-488 b,6122,1,1.07
Kepler-604 b,6122,0.96,1.04
Kepler-604 b,6122,0.96,1.04
Kepler-604 b,6122,0.96,1.04
Kepler-604 b,6122,0.96,1.04
Kepler-619 b,6122,0.96,1.04
Kepler-619 b,6122,0.96,1.04
Kepler-619 b,6122,0.96,1.04
Kepler-619 b,6122,0.96,1.04
Kepler-619 c,6122,0.96,1.04
Kepler-619 c,6122,0.96,1.04
Kepler-619 c,6122,0.96,1.04
Kepler-619 c,6122,0.96,1.04
Kepler-906 b,6121.67,0.99,1.16
Kepler-906 b,6121.67,0.99,1.16
Kepler-31 b,6121,1.2,1.08
Kepler-31 c,6121,1.2,1.08
Kepler-31 d,6121,1.2,1.08
Kepler-852 b,6121,1.16,1.23
HAT-P-46 b,6120,1.4,1.28
K2-100 b,6120,1.19,1.18
K2-100 b,6120,1.19,1.18
K2-98 b,6120,1.31,1.07
Kepler-1283 b,6120,2.59,1.15
Kepler-182 b,6120,1.23,1.16
Kepler-182 c,6120,1.23,1.16
WASP-159 b,6120,2.11,1.41
Kepler-1102 b,6119,1.12,1.03
Kepler-1102 b,6119,1.12,1.03
Kepler-1102 b,6119,1.12,1.03
Kepler-1102 b,6119,1.12,1.03
Kepler-1212 b,6119,0.94,1.01
Kepler-1212 b,6119,0.94,1.01
Kepler-1212 b,6119,0.94,1.01
Kepler-1212 b,6119,0.94,1.01
Kepler-1381 b,6119,0.98,1.08
Kepler-1399 b,6119,0.98,1.04
Kepler-1399 b,6119,0.98,1.04
Kepler-1399 b,6119,0.98,1.04
Kepler-1399 b,6119,0.98,1.04
Kepler-412 b,6119,1.03,1.06
Kepler-619 b,6119,0.98,1.07
Kepler-619 c,6119,0.98,1.07
Kepler-887 b,6119,1.3,1.16
Kepler-887 c,6119,1.3,1.16
Kepler-890 b,6119,0.98,1.08
Kepler-923 b,6119,0.97,1.07
OGLE-TR-56 b,6119,1.26,1.23
OGLE-TR-56 b,6119,1.32,1.17
OGLE-TR-56 b,6119,1.15,1.17
OGLE-TR-56 b,6119,1.74,1.34
Kepler-1233 b,6118.89,1.15,1.15
Kepler-1233 b,6118.89,1.15,1.15
Kepler-1352 b,6118,1.16,1.11
Kepler-910 b,6117.24,1.57,1.15
Kepler-458 c,6117.21,2.22,1.15
Kepler-458 c,6117.21,2.22,1.15
Kepler-458 c,6117.21,2.22,1.15
HD 187085 b,6117,1.27,1.19
HD 209458 b,6117,1.16,1.15
HD 52265 b,6117,1.32,1.32
HD 75289 b,6117,1.23,1.29
Kepler-1262 b,6117,1.03,1.01
Kepler-1589 b,6117,1.24,1.17
Kepler-173 b,6117,1.08,1.06
Kepler-173 c,6117,1.08,1.06
Kepler-624 b,6117,1.18,1.1
Kepler-794 b,6117,1.16,1.05
Kepler-1158 b,6116.64,2.34,1.15
Kepler-1158 b,6116.64,2.34,1.15
Kepler-1607 b,6116,1.21,1.14
Kepler-379 b,6116,1.25,1.15
Kepler-379 c,6116,1.25,1.15
Kepler-730 b,6116,1.13,1.16
Kepler-730 b,6116,1.13,1.16
Kepler-730 b,6116,1.13,1.16
Kepler-883 b,6116,1.09,1.06
K2-100 b,6115.49,1.22,1.15
K2-100 b,6115.49,1.22,1.15
K2-100 b,6115.49,1.22,1.15
HAT-P-29 b,6115,1.24,1.2
HAT-P-31 b,6115,1.47,1.15
Kepler-1269 b,6115,1.09,1.05
Kepler-1676 b,6115,0.98,1.07
Kepler-401 b,6115,1.29,1.08
Kepler-401 c,6115,1.29,1.08
Kepler-401 d,6115,1.29,1.08
Kepler-488 b,6115,0.98,1.07
Kepler-501 b,6115,1.14,1.15
Kepler-501 b,6115,1.14,1.15
Kepler-588 b,6115,0.98,1.07
K2-46 b,6114,1.33,1.02
Kepler-1003 b,6114,0.98,1.07
Kepler-1262 b,6114,1.06,1.05
Kepler-187 b,6114,1.2,1.11
Kepler-187 c,6114,1.2,1.11
K2-52 b,6113,1.49,1.21
Kepler-1084 b,6113,1.28,1.12
Kepler-1224 b,6113,1.22,1.19
Kepler-507 b,6113,1.32,1.16
Kepler-919 b,6113,1.21,1.15
Kepler-788 b,6112.9,1.31,1.15
Kepler-788 b,6112.9,1.31,1.15
Kepler-1094 b,6112,1.21,1.14
Kepler-1262 b,6112,1.04,1.01
Kepler-1262 b,6112,1.04,1.01
Kepler-1262 b,6112,1.04,1.01
Kepler-1486 b,6112,1.07,1.08
Kepler-1486 b,6112,1.07,1.08
Kepler-1486 b,6112,1.07,1.08
Kepler-187 b,6112,1.23,1.06
Kepler-187 c,6112,1.23,1.06
Kepler-520 b,6112,1.09,1.1
Kepler-520 c,6112,1.09,1.1
Kepler-805 b,6112,1.65,1.19
Kepler-911 b,6112,1.99,1.34
WASP-85 A b,6112,0.94,1.09
Kepler-403 b,6111.03,1.87,1.15
Kepler-403 b,6111.03,1.87,1.15
Kepler-403 c,6111.03,1.87,1.15
Kepler-403 c,6111.03,1.87,1.15
Kepler-403 d,6111.03,1.87,1.15
Kepler-403 d,6111.03,1.87,1.15
Kepler-1217 b,6111,0.97,1.07
Kepler-1426 b,6111,0.98,1.07
Kepler-343 b,6111,1.06,1.05
Kepler-349 b,6111,1.2,1.12
Kepler-349 c,6111,1.2,1.12
Kepler-1278 b,6110,0.98,1.07
Kepler-207 b,6110,1.11,1.06
Kepler-207 b,6110,1.11,1.06
Kepler-207 b,6110,1.11,1.06
Kepler-207 c,6110,1.11,1.06
Kepler-207 c,6110,1.11,1.06
Kepler-207 c,6110,1.11,1.06
Kepler-207 d,6110,1.11,1.06
Kepler-207 d,6110,1.11,1.06
Kepler-207 d,6110,1.11,1.06
Kepler-814 b,6110,1.3,1.19
WASP-1 b,6110,1.52,1.3
WASP-1 b,6110,1.46,1.24
WASP-103 b,6110,1.44,1.22
WASP-103 b,6110,1.44,1.22
WASP-103 b,6110,1.44,1.22
WASP-169 b,6110,2.01,1.34
Kepler-1003 b,6109,1.17,1.11
Kepler-1158 b,6109,2,1.41
Kepler-140 b,6109,1.15,1.15
Kepler-140 c,6109,1.15,1.15
Kepler-485 b,6109,1.03,1.1
Kepler-485 b,6109,1.03,1.1
Kepler-485 b,6109,1.03,1.1
Kepler-885 b,6109,1.36,1.19
Kepler-140 b,6108.41,1.19,1.15
Kepler-140 b,6108.41,1.19,1.15
Kepler-140 c,6108.41,1.19,1.15
Kepler-140 c,6108.41,1.19,1.15
HD 33283 b,6108,1.74,1.47
Kepler-1054 b,6108,1.03,1.13
Kepler-1054 b,6108,1.03,1.13
Kepler-1054 b,6108,1.03,1.13
Kepler-1054 b,6108,1.03,1.13
Kepler-1574 b,6108,1.03,1.13
Kepler-1574 b,6108,1.03,1.13
Kepler-1574 b,6108,1.03,1.13
Kepler-1574 b,6108,1.03,1.13
Kepler-1589 b,6108,1.03,1.13
Kepler-1589 b,6108,1.03,1.13
Kepler-1589 b,6108,1.03,1.13
Kepler-520 b,6108,1.03,1.13
Kepler-520 b,6108,1.03,1.13
Kepler-520 b,6108,1.03,1.13
Kepler-520 c,6108,1.03,1.13
Kepler-520 c,6108,1.03,1.13
Kepler-520 c,6108,1.03,1.13
Kepler-618 b,6108,1.01,1.05
Kepler-618 b,6108,1.01,1.05
Kepler-618 b,6108,1.01,1.05
Kepler-893 b,6108,1.03,1.13
Kepler-893 b,6108,1.03,1.13
Kepler-893 b,6108,1.03,1.13
Kepler-893 b,6108,1.03,1.13
Kepler-940 b,6108,1,1.07
Kepler-940 b,6108,1,1.07
Kepler-940 b,6108,1,1.07
Kepler-940 b,6108,1,1.07
Kepler-945 b,6108,1.03,1.13
Kepler-945 b,6108,1.03,1.13
Kepler-945 b,6108,1.03,1.13
Kepler-194 b,6107,1.04,1.05
Kepler-194 c,6107,1.04,1.05
Kepler-194 d,6107,1.04,1.05
Kepler-592 b,6107,0.97,1.07
Kepler-814 b,6107,1.93,1.15
WASP-24 b,6107,1.32,1.17
Kepler-999 b,6106.64,1.66,1.15
Kepler-999 b,6106.64,1.66,1.15
Kepler-1041 b,6106,0.97,1.04
Kepler-1041 b,6106,0.97,1.04
Kepler-1041 b,6106,0.97,1.04
Kepler-1041 b,6106,0.97,1.04
Kepler-1126 b,6106,0.84,0.94
Kepler-1126 b,6106,0.84,0.94
Kepler-1126 b,6106,0.84,0.94
Kepler-1187 b,6106,0.98,1.07
Kepler-127 b,6106,1.36,1.24
Kepler-127 b,6106,1.36,1.24
Kepler-127 b,6106,1.36,1.24
Kepler-127 c,6106,1.36,1.24
Kepler-127 c,6106,1.36,1.24
Kepler-127 c,6106,1.36,1.24
Kepler-127 d,6106,1.36,1.24
Kepler-127 d,6106,1.36,1.24
Kepler-127 d,6106,1.36,1.24
Kepler-514 b,6106,1.44,1.28
Kepler-654 b,6106,1.66,1.26
Kepler-654 b,6106,1.66,1.26
Kepler-654 b,6106,1.66,1.26
Kepler-907 b,6106,1.38,1.08
ups And b,6105.51,1.64,1.15
ups And c,6105.51,1.64,1.15
ups And d,6105.51,1.64,1.15
Kepler-1547 b,6105,2.3,1.24
WASP-60 b,6105,1.4,1.23
Kepler-1106 b,6104,1.17,1.11
Kepler-408 b,6104,1.23,1.08
Kepler-408 b,6104,1.23,1.08
Kepler-408 b,6104,1.23,1.08
Kepler-408 b,6104,1.23,1.08
Kepler-1041 b,6103,0.97,1.06
Kepler-1187 b,6103,0.95,1.03
Kepler-1187 b,6103,0.95,1.03
Kepler-1187 b,6103,0.95,1.03
Kepler-1187 b,6103,0.95,1.03
Kepler-122 b,6103,0.95,1.03
Kepler-122 b,6103,0.95,1.03
Kepler-122 b,6103,0.95,1.03
Kepler-122 c,6103,0.95,1.03
Kepler-122 c,6103,0.95,1.03
Kepler-122 c,6103,0.95,1.03
Kepler-122 d,6103,0.95,1.03
Kepler-122 d,6103,0.95,1.03
Kepler-122 d,6103,0.95,1.03
Kepler-122 e,6103,0.95,1.03
Kepler-122 e,6103,0.95,1.03
Kepler-122 e,6103,0.95,1.03
Kepler-122 f,6103,0.95,1.03
Kepler-122 f,6103,0.95,1.03
Kepler-122 f,6103,0.95,1.03
Kepler-1248 b,6103,0.97,1.07
Kepler-1547 b,6103,1.02,0.98
Kepler-1547 b,6103,1.02,0.98
Kepler-1547 b,6103,1.02,0.98
Kepler-25 b,6103,1.66,1.19
Kepler-25 c,6103,1.66,1.19
Kepler-364 b,6103,1.38,1.11
Kepler-364 c,6103,1.38,1.11
Kepler-372 c,6103,1.29,1.15
Kepler-372 d,6103,1.29,1.15
Kepler-956 b,6103,0.98,1.07
Kepler-972 b,6103,1.11,1.05
Kepler-637 b,6102.5,1.39,1.15
Kepler-637 b,6102.5,1.39,1.15
HD 50499 b,6102,1.35,1.25
KELT-6 b,6102,1.73,1.42
KELT-6 b,6102,1.58,1.08
Kepler-1099 b,6102,1.09,1.05
Kepler-1207 b,6102,1.03,1.1
Kepler-1207 b,6102,1.03,1.1
Kepler-1207 b,6102,1.03,1.1
